,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1564603413642,18,4,231693700,473,151,0.422114827586,0.177070689655,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
1,1564603413910,5,4,164256100,389,150,0.365318571429,0.260053809524,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
2,1564603414090,2,4,112302100,358,153,0.178426153846,0.100942307692,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
3,1564603414319,16,4,74879200,468,164,0.625604,0.46573,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
4,1564603414532,27,4,174649700,541,160,0.268582727273,0.22485,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
5,1564603414724,38,4,151116300,613,160,0.2549175,0.22921625,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
6,1564603415094,59,3,137782000,764,145,0.02383875,0.016040000000000002,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
7,1564603415307,72,3,155029700,856,140,0.695364285714,0.77762,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
8,1564603416157,1,4,83265100,357,150,-0.398675714286,-0.8571428571430001,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
9,1564603416257,2,4,166423000,361,148,-0.17459533333299998,-0.61069,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
10,1564603416440,16,4,527840400,447,157,0.40707703125,-0.07985859375,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
11,1564603417265,48,3,83328100,684,141,0.514748181818,0.246577272727,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
12,1564603417691,2,4,162113100,367,162,0.393844,-0.5391335,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
13,1564603418040,39,4,70312600,623,162,0.806391428571,0.57996,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
14,1564603418857,82,5,208766700,918,169,0.475142,0.391596,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
16,1564603419797,3,5,133570200,372,170,-0.0732376923077,-0.399293076923,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
17,1564603420500,49,5,465572500,693,168,0.24773979166700005,0.043760833333300005,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
18,1564603421098,6,8,416475200,389,215,0.9825425,-0.4375,MineSweeper.java,3,MineSweeper.Imports,NONE,1
19,1564603421581,22,9,141593000,505,227,0.9633075,-0.5,MineSweeper.java,3,MineSweeper.Imports,NONE,1
20,1564603422406,70,5,175521300,843,177,-0.477072857143,-0.517988571429,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
22,1564603424090,80,4,143535600,912,144,0.368878333333,-0.452401666667,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
25,1564603424664,20,5,107854100,491,171,1.03917,-0.038909,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
27,1564603425114,14,9,125544200,444,225,2.93677,0.0,MineSweeper.java,3,MineSweeper.Imports,NONE,1
30,1564603426222,75,3,64180300,877,145,0.9920925,-0.25,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
31,1564603426343,74,3,304282900,867,139,1.181615,0.498265,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
33,1564603427247,46,5,208438900,671,171,-0.0416315384615,-0.136725384615,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
34,1564603427514,72,5,233052700,855,169,0.62339875,1.5563275,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
35,1564603427822,23,5,149979500,513,165,0.545827647059,0.3782,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
36,1564603428289,4,8,158429500,376,212,0.562688,0.536273,MineSweeper.java,3,MineSweeper.Imports,NONE,1
37,1564603428817,36,5,80872900,597,171,0.6961171428569999,0.6197742857140001,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
38,1564603428921,50,5,122597200,702,164,0.332115333333,0.297344666667,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
39,1564603429121,64,4,116785900,795,163,0.30548600000000004,0.578691,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
44,1564603440596,18,36,227485100,477,456,0.229683333333,0.221197083333,MineSweeper.java,11,MineSweeper.main,Method_Body,1
45,1564603448463,12,40,124829000,433,514,0.409050833333,0.44259,MineSweeper.java,8,MineSweeper.main,Comment,1
46,1564603449215,11,22,315501900,427,290,0.29286758620700004,-0.212763448276,MineSweeper.java,6,MineSweeper.ClassHeader,Comment,1
47,1564603449552,19,12,135679700,485,237,-0.274349090909,-0.257775454545,MineSweeper.java,7,MineSweeper.Imports,NONE,1
48,1564603449730,18,16,196299000,476,258,0.29414166666700003,0.282205833333,MineSweeper.java,9,MineSweeper.ClassComment,Comment,1
50,1564603450222,53,5,163437200,726,166,0.34550333333300004,0.284058333333,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
51,1564603450671,50,4,100273600,697,149,0.270808461538,0.131993846154,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
52,1564603451613,16,32,533452400,472,392,0.284248571429,0.275816607143,MineSweeper.java,4,MineSweeper.main,Method_Body,1
53,1564603452597,18,54,169977200,471,486,0.447145882353,0.459853529412,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
54,1564603453544,20,66,210758800,491,441,0.474921363636,0.4877595454550001,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
55,1564603453822,19,75,283140000,484,436,0.422389411765,0.412378823529,MineSweeper.java,15,MineSweeper.customGame:Comment,Comment,1
56,1564603454447,20,103,208199300,485,423,0.389336538462,0.366486538462,MineSweeper.java,5,MineSweeper.startGame,Method_Body,1
57,1564603454737,16,103,299909100,460,361,0.304610540541,-0.147675945946,MineSweeper.java,5,MineSweeper.startGame,Method_Body,1
58,1564603455146,15,107,441350600,450,535,0.218949444444,0.239103055556,MineSweeper.java,19,MineSweeper.startGame,Comment,1
61,1564603456330,8,8,200040300,417,133,0.386807,-0.416268,MineSweeper.java,3,MineSweeper.Imports,NONE,1
