,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1564759059838,44,23,150362600,655,227,0.863554,0.7309260000000001,MineSweeper.java,4,MineSweeper.ClassHeader,Member_Variable,1
1,1564759060031,43,23,158477200,658,225,0.810823,0.6778649999999999,MineSweeper.java,4,MineSweeper.ClassHeader,Member_Variable,1
2,1564759070719,30,3,300219800,554,136,3.514335,3.09838,MineSweeper.java,12,MineSweeper.BugReport,Bug_Report,1
3,1564759071052,39,4,80606600,626,157,-1.0,-1.0,MineSweeper.java,12,MineSweeper.BugReport,Bug_Report,1
4,1564759071220,45,4,101275700,661,157,0.0,2.990708,MineSweeper.java,12,MineSweeper.BugReport,Bug_Report,1
5,1564759072822,8,3,438589600,412,132,0.49699525,0.34276075,MineSweeper.java,13,MineSweeper.BugReport,Bug_Report,1
6,1564759073802,16,4,87841100,460,160,-0.339448571429,-0.384427142857,MineSweeper.java,13,MineSweeper.BugReport,Bug_Report,1
7,1564759074175,27,9,88441200,541,229,0.242545333333,0.24160066666700006,MineSweeper.java,7,MineSweeper.Imports,NONE,1
8,1564759074284,27,9,161104800,538,224,1.268065,1.7384099999999998,MineSweeper.java,7,MineSweeper.Imports,NONE,1
9,1564759074464,13,21,329212300,443,244,0.544914482759,0.495250689655,MineSweeper.java,4,MineSweeper.ClassHeader,Class_Signature,1
10,1564759074844,15,27,82718600,452,257,0.883821428571,0.846887142857,MineSweeper.java,5,MineSweeper.main:Comment,Comment,1
12,1564759075385,3,22,74912900,378,204,0.237922857143,0.203044285714,MineSweeper.java,4,MineSweeper.ClassHeader,Comment,1
13,1564759083518,16,33,120723900,465,329,0.954386666667,0.96117,MineSweeper.java,3,MineSweeper.main,Method_Body,1
14,1564759083655,16,31,514062000,450,290,0.5642319444439999,0.5414544444439999,MineSweeper.java,3,MineSweeper.main,Comment,1
15,1564759084321,21,12,92195600,503,155,1.04767,0.9266175,MineSweeper.java,16,MineSweeper.Imports,NONE,1
16,1564759084493,17,18,128788300,475,198,0.452895,0.338622142857,MineSweeper.java,20,MineSweeper.ClassComment,Comment,1
17,1564759085207,24,40,280811400,524,454,0.5105525,0.442868,MineSweeper.java,8,MineSweeper.main,Comment,1
18,1564759085545,11,44,181821500,427,452,0.6735206666670001,0.601952666667,MineSweeper.java,15,MineSweeper.main,Method_Body,1
19,1564759085746,14,40,416431200,438,392,0.4769852,0.4198848,MineSweeper.java,8,MineSweeper.main,Comment,1
20,1564759086363,20,40,166469000,492,396,0.35274777777800004,0.30648666666700003,MineSweeper.java,8,MineSweeper.main,Comment,1
22,1564759086913,16,34,66588700,464,311,0.35522,0.29378666666700004,MineSweeper.java,11,MineSweeper.main,Method_Body,1
23,1564759087127,27,36,148676500,543,333,0.032215,-0.012488333333299998,MineSweeper.java,11,MineSweeper.main,Method_Body,1
24,1564759087313,27,36,75294600,542,331,0.394822222222,0.324701111111,MineSweeper.java,11,MineSweeper.main,Method_Body,1
25,1564759087475,14,40,95860000,452,389,-1.0,-0.666666666667,MineSweeper.java,8,MineSweeper.main,Comment,1
26,1564759087838,21,41,166117500,483,381,0.56165875,0.501524375,MineSweeper.java,8,MineSweeper.main,Method_Body,1
27,1564759088021,13,47,174962500,438,448,0.5849225,0.505066875,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
30,1564759089568,47,53,110848900,678,368,0.8123814285709999,0.7744128571430001,MineSweeper.java,0,MineSweeper.newGame,Comment,1
31,1564759089767,22,53,104353200,504,364,0.412703333333,0.359385,MineSweeper.java,0,MineSweeper.newGame,Comment,1
32,1564759089914,19,53,250627600,484,361,0.59443047619,0.551844761905,MineSweeper.java,0,MineSweeper.newGame,Comment,1
33,1564759090243,36,53,544533100,585,366,0.132568148148,0.0551088888889,MineSweeper.java,0,MineSweeper.newGame,Comment,1
34,1564759090821,54,53,222776000,725,368,0.898112631579,0.714936315789,MineSweeper.java,0,MineSweeper.newGame,Comment,1
35,1564759091362,49,52,1082837600,694,365,0.266722903226,0.193083870968,MineSweeper.java,0,MineSweeper.newGame,Method_Signature,1
36,1564759092621,54,52,124859200,731,360,1.150005,1.05482,MineSweeper.java,0,MineSweeper.newGame,Method_Signature,1
37,1564759093021,20,54,405655600,489,376,0.5545635714289999,0.489317857143,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
38,1564759093637,26,53,108088800,534,364,0.751862,0.66694,MineSweeper.java,0,MineSweeper.newGame,Comment,1
39,1564759093887,32,52,75022500,574,365,1.1817675,1.10280625,MineSweeper.java,0,MineSweeper.newGame,Method_Signature,1
40,1564759094013,40,53,241026300,628,366,0.416410625,0.280108125,MineSweeper.java,0,MineSweeper.newGame,Comment,1
41,1564759094312,20,44,166480200,489,270,0.525430714286,0.457105,MineSweeper.java,15,MineSweeper.main,Method_Body,1
42,1564759094512,13,44,174908400,432,275,0.320375384615,0.262470769231,MineSweeper.java,15,MineSweeper.main,Method_Body,1
43,1564759094704,25,44,359097500,526,273,0.603753939394,0.529032424242,MineSweeper.java,15,MineSweeper.main,Method_Body,1
45,1564759095512,15,66,483359200,458,425,0.457176458333,0.415210833333,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
46,1564759096163,13,67,191258000,441,366,0.646503333333,0.6914814285709999,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
52,1564759099620,35,55,66917800,596,187,0.46042,0.360408333333,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
53,1564759099787,38,53,98684500,618,155,1.22168166667,1.10317166667,MineSweeper.java,0,MineSweeper.newGame,Comment,1
54,1564759100073,33,53,213402300,575,152,0.623974705882,0.533548235294,MineSweeper.java,0,MineSweeper.newGame,Comment,1
56,1564759100903,20,81,133430100,487,470,0.858123333333,0.8555524999999999,MineSweeper.java,6,MineSweeper.customGame,Method_Body,1
57,1564759101053,20,78,420830800,496,417,0.454818148148,0.467738888889,MineSweeper.java,9,MineSweeper.customGame,Method_Signature,1
59,1564759101994,17,83,323867300,472,350,0.436471818182,0.441362424242,MineSweeper.java,6,MineSweeper.customGame,Method_Body,1
60,1564759102339,25,83,246693100,529,340,0.474825714286,0.61749,MineSweeper.java,6,MineSweeper.customGame,Method_Body,1
61,1564759102952,14,96,116426400,443,504,0.05957375,0.06893375,MineSweeper.java,17,MineSweeper.startGame:Comment,Comment,1
64,1564759104923,11,100,250860800,427,483,0.564447777778,0.570865555556,MineSweeper.java,2,MineSweeper.startGame,Comment,1
65,1564759107502,15,55,308521200,458,130,0.476402571429,0.674077428571,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
66,1564759107919,41,50,119844100,632,167,0.08256142857139999,-0.408032857143,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
67,1564759108056,43,53,125176800,647,202,0.737604,0.659884,MineSweeper.java,0,MineSweeper.newGame,Comment,1
69,1564759108977,18,49,141613500,475,170,0.458029166667,0.30206416666700003,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
70,1564759109593,29,67,67105100,551,408,0.486013333333,0.4169100000000001,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
71,1564759109777,29,75,183502300,554,479,0.445033333333,0.395265,MineSweeper.java,10,MineSweeper.customGame:Comment,Comment,1
72,1564759110502,43,75,374546800,655,485,0.26680653846200003,0.225760769231,MineSweeper.java,10,MineSweeper.customGame:Comment,Comment,1
74,1564759111210,30,56,175257600,563,236,0.661860833333,0.615965833333,MineSweeper.java,0,MineSweeper.newGame,Method_Body,1
75,1564759111635,25,44,175122600,519,202,1.001980625,1.019145,MineSweeper.java,15,MineSweeper.main,Method_Body,1
76,1564759112028,40,53,152830900,632,322,1.81089333333,1.63961666667,MineSweeper.java,0,MineSweeper.newGame,Comment,1
78,1564759112737,28,49,90754900,545,285,-0.15225,-0.16705,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
79,1564759113110,19,44,340686000,493,235,0.800034166667,0.7922045833329999,MineSweeper.java,15,MineSweeper.main,Method_Body,1
81,1564759114185,19,49,63128400,482,287,0.57132875,0.54292875,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
84,1564759114626,25,49,91687800,509,284,-0.402162857143,-0.412265714286,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
85,1564759114811,24,44,100020800,527,230,0.73692,0.964877,MineSweeper.java,15,MineSweeper.main,Method_Body,1
86,1564759115735,36,49,200083300,605,289,0.7862308333329999,0.7630841666670001,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
87,1564759116176,17,49,175494100,473,286,0.42937875,0.303391875,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
91,1564759117776,27,49,108744600,545,287,0.538414545455,0.5354527272730001,MineSweeper.java,1,MineSweeper.newGame:Comment,Comment,1
92,1564759118176,26,44,66007900,532,263,0.524191428571,0.502449285714,MineSweeper.java,15,MineSweeper.main,Method_Body,1
93,1564759118401,24,41,208229000,519,242,0.503722105263,0.509951052632,MineSweeper.java,8,MineSweeper.main,Method_Body,1
94,1564759118767,15,40,174962400,454,265,0.595153333333,0.610717777778,MineSweeper.java,8,MineSweeper.main,Comment,1
95,1564759119019,15,40,207586900,453,282,-0.31724250000000004,-0.312085833333,MineSweeper.java,8,MineSweeper.main,Comment,1
96,1564759119294,15,40,281597100,440,288,0.207931111111,0.232251481481,MineSweeper.java,8,MineSweeper.main,Comment,1
97,1564759119674,13,41,360556700,446,296,0.5686404761899999,0.571355714286,MineSweeper.java,8,MineSweeper.main,Method_Body,1
98,1564759120075,20,40,133810300,492,293,0.68771875,0.60539625,MineSweeper.java,8,MineSweeper.main,Comment,1
99,1564759120351,28,40,108480400,542,296,0.76448875,0.54884875,MineSweeper.java,8,MineSweeper.main,Comment,1
