,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
1,1564518653003,26,266,143488100,531,389,0.4250890000000001,0.520333,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
2,1564518653217,41,266,211060000,635,370,0.0396928571429,-0.0430871428571,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
3,1564518653466,32,265,170516200,577,365,0.93645,0.774848,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
4,1564518653662,16,265,207945600,461,363,0.636705,0.521602222222,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
5,1564518653961,27,265,191748900,535,367,0.647835555556,0.519465555556,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
6,1564518654202,26,265,125052100,534,365,0.350877272727,0.252374545455,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
7,1564518654395,37,266,166546000,608,370,0.409162857143,0.305752857143,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
8,1564518654604,19,266,476614400,486,389,0.254222083333,0.13109749999999998,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
9,1564518655312,10,262,574797500,422,308,0.516945384615,0.415300153846,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
10,1564518655903,15,267,191865800,453,398,0.706238947368,0.585721052632,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
11,1564518656278,24,266,424796700,518,372,0.729101851852,0.602470740741,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
12,1564518665326,17,267,549805300,459,402,0.6510034,0.5324091999999999,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
13,1564518665926,15,261,416652500,455,307,0.519013333333,0.415817058824,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
14,1564518666359,17,262,66777100,468,313,0.521625555556,0.439275555556,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
15,1564518666443,15,259,150064000,455,279,0.8960605882350001,0.7569164705879999,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Comment,2
16,1564518666611,19,259,321729900,483,277,0.257128666667,0.163054666667,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Comment,2
17,1564518667010,17,261,708249500,457,302,0.608165764706,0.499612235294,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
18,1564518667734,13,261,366805900,444,306,0.508094411765,0.415967941176,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
19,1564518668102,27,262,133008600,535,324,0.637676086957,0.510964782609,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
20,1564518668535,21,268,66424600,496,415,-0.08849800000000001,-0.148208,MineSweeperGui.java,32,MineSweeperGui.updateCheat,Method_Body,2
21,1564518668651,15,267,174862200,455,398,0.48835952381,0.39846,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
22,1564518668952,23,262,108118900,515,323,0.243163571429,0.163074285714,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
23,1564518669091,29,262,198213800,553,321,0.370232608696,0.274545217391,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
24,1564518669369,40,261,81877900,635,289,2.05097,1.87543333333,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
25,1564518669721,13,266,455887000,440,378,0.665255384615,0.562662051282,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
26,1564518670469,39,263,221019400,627,338,0.498841818182,0.399326363636,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
27,1564518670734,16,264,325500500,463,339,0.4964816,0.3986008,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Comment,2
28,1564518671259,32,266,249992800,578,394,0.223682666667,0.165826,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
29,1564518671595,24,267,132962100,519,401,1.30488125,1.1135425,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
30,1564518671759,40,265,588725800,627,369,0.539468333333,0.459116666667,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
31,1564518672372,33,267,155628600,585,395,0.535966666667,0.406550666667,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
