,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1576101728822,22,263,210221900,484,228,0.0181966666667,0.06373,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
1,1576101730172,16,265,166619200,445,260,0.0807275,0.1391825,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
2,1576101730371,20,267,224873200,468,291,0.1796125,0.23636,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
3,1576101730629,31,267,166734900,543,287,0.294785882353,0.34500588235299995,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
4,1576101731387,23,267,541688400,505,289,0.281061612903,0.373896129032,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
5,1576101732019,17,267,1360700500,447,288,0.28483,0.33972756521700004,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
6,1576101733413,17,263,516419600,437,231,0.17333415094300006,0.240611132075,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
7,1576101733946,26,263,491974200,520,225,0.24495566666700005,0.30914,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
8,1576101734477,13,266,593443100,428,274,0.17403530303,0.236946969697,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
9,1576101735080,30,265,199160300,542,255,-0.275086,-0.241258,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
10,1576101735338,15,261,590079300,422,201,0.19213492537300006,0.244379552239,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
11,1576101736063,28,262,542891600,513,212,0.25591606060600003,0.304261212121,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
12,1576101736626,18,261,903799000,452,200,0.214374272727,0.238521909091,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
13,1576101737575,15,256,130748000,433,124,-0.000133636363636,0.0418990909091,MineSweeperGui.java,8,MineSweeperGui.updateCheat:Comment,Comment,2
14,1576101737738,10,256,88629900,400,128,0.21528666666700005,0.2637,MineSweeperGui.java,8,MineSweeperGui.updateCheat:Comment,Comment,2
15,1576101737937,15,263,436513600,430,310,0.135129047619,0.189199047619,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
16,1576101738596,6,256,249945000,370,234,0.143628125,0.20390375,MineSweeperGui.java,8,MineSweeperGui.updateCheat:Comment,Comment,2
17,1576101738995,15,265,674810500,437,463,0.209091320755,0.25765207547200003,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
18,1576101739782,15,249,370506100,431,292,0.231218125,0.2829190625,MineSweeperGui.java,6,MineSweeperGui.setCheating,Method_Body,2
19,1576101740370,13,244,371801000,419,219,0.255998222222,0.301184666667,MineSweeperGui.java,4,MineSweeperGui.setCheating,Method_Body,2
20,1576101740753,18,245,700145500,448,213,0.18493952381,0.224264642857,MineSweeperGui.java,4,MineSweeperGui.setCheating,Method_Body,2
21,1576101741470,25,246,459176500,495,250,0.18509,0.221247446809,MineSweeperGui.java,4,MineSweeperGui.setCheating,Method_Body,2
22,1576101741945,13,249,158183600,420,287,-0.025182,0.018628,MineSweeperGui.java,6,MineSweeperGui.setCheating,Method_Body,2
23,1576101742137,17,247,333119000,448,261,0.212162424242,0.266986060606,MineSweeperGui.java,6,MineSweeperGui.setCheating,Method_Body,2
24,1576101742591,14,261,361948000,430,467,0.17717945945900002,0.237993243243,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
25,1576101743017,22,267,100000700,480,554,1.921514,2.071114,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
26,1576101743177,31,265,524962500,566,529,0.00150652173913,0.047335,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
27,1576101743930,23,260,757885000,480,467,0.162915632184,0.207408735632,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
