,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
1,1563462735589,22,3,259539000,509,138,0.095066,0.1468872,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
2,1563462735965,2,2,133219500,361,122,0.7388808333329999,0.981578333333,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
3,1563462736152,6,8,123568500,389,215,0.237240833333,0.310061666667,MineSweeper.java,4,MineSweeper.Imports,NONE,1
4,1563462738523,10,8,124970800,420,214,0.95675125,1.045305,MineSweeper.java,4,MineSweeper.Imports,NONE,1
5,1563462739099,26,9,167027500,542,229,0.22178,0.2939375,MineSweeper.java,4,MineSweeper.Imports,NONE,1
6,1563462739393,2,2,162860800,363,125,0.371629333333,0.373098,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
7,1563462739722,19,3,175484000,480,135,0.08186636363639999,0.13697,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
8,1563462740014,25,3,83137700,532,138,0.47719875,0.55089375,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
9,1563462740356,13,3,400144600,426,135,0.0881086206897,0.15415310344799998,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
10,1563462740802,42,3,294969400,646,139,0.375486956522,0.456378695652,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
11,1563462741138,52,3,208391900,713,137,0.240372631579,0.146285263158,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
12,1563462741449,41,3,249841400,636,139,0.531583,0.61006,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
13,1563462741714,53,4,191484500,720,152,0.273155416667,-0.04328708333330001,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
14,1563462741922,64,3,477866400,799,145,0.218449090909,0.306316818182,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
19,1563462744272,5,4,341252400,392,148,0.438782058824,0.543469705882,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
20,1563462744676,33,4,1287017400,630,152,0.273032380952,0.186436462585,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
