,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
3,1563892969458,4,6,107192700,384,145,0.795822,0.675662,MineSweeper.java,9,MineSweeper.Imports,NONE,1
4,1563892969757,5,5,99942100,385,138,1.19520125,1.0652025,MineSweeper.java,9,MineSweeper.Imports,NONE,1
5,1563892970031,4,6,83528700,381,144,0.765286,0.6519119999999999,MineSweeper.java,9,MineSweeper.Imports,NONE,1
8,1563892973498,15,7,183551900,457,150,0.11652,-0.0016125,MineSweeper.java,9,MineSweeper.Imports,NONE,1
9,1563892973723,13,7,91700500,442,152,0.471051666667,0.27833166666700004,MineSweeper.java,9,MineSweeper.Imports,NONE,1
10,1563892974452,7,7,186995100,396,150,0.486923333333,0.3839375,MineSweeper.java,9,MineSweeper.Imports,NONE,1
11,1563892974698,11,7,196963800,429,153,0.649315,0.947998333333,MineSweeper.java,9,MineSweeper.Imports,NONE,1
12,1563892982880,2,2,375360600,367,107,3.07304,2.81680666667,MineSweeper.java,7,MineSweeper.BugReport,Bug_Report,1
13,1563892988104,17,7,83415400,468,154,1.1087825,0.9365575,MineSweeper.java,9,MineSweeper.Imports,NONE,1
15,1563892991392,13,41,62156700,452,574,0.458642222222,0.0322944444444,MineSweeperBoard.java,35,MineSweeperBoard.ClassHeader,Member_Variable,1
16,1563892991473,15,40,69484900,481,570,0.266662857143,0.186412857143,MineSweeperBoard.java,35,MineSweeperBoard.ClassHeader,Member_Variable,1
22,1563892995575,26,101,113976300,562,585,0.505922,0.5544020000000001,MineSweeperBoard.java,98,MineSweeperBoard.generateMines(long Space):Comment,Comment,1
23,1563892996078,27,110,100076700,572,571,0.8343309999999999,0.956905,MineSweeperBoard.java,6,MineSweeperBoard.generateMines(long Space),Method_Body,1
26,1563892996971,34,131,125017700,628,577,0.286933076923,0.18607,MineSweeperBoard.java,16,MineSweeperBoard.generateMines(long Space),Method_Body,1
