,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1565188685911,2,7,66730900,361,154,-1.0,-1.0,MineSweeper.java,1,MineSweeper.Imports,NONE,1
1,1565188686428,2,6,166822600,364,185,-0.387915384615,-0.846153846154,MineSweeper.java,1,MineSweeper.Imports,NONE,1
2,1565188686861,12,6,125253500,432,185,-0.916666666667,-0.6911,MineSweeper.java,1,MineSweeper.Imports,NONE,1
4,1565188689293,6,25,158917000,393,320,0.225082307692,0.302794615385,MineSweeper.java,4,MineSweeper.main:Comment,Comment,1
5,1565188690026,40,21,224734300,632,271,-1.0,-1.0,MineSweeper.java,8,MineSweeper.ClassHeader,Member_Variable,1
6,1565188691102,3,3,138359200,370,136,-0.875,-0.55049875,MineSweeper.java,0,MineSweeper.BugReport,Bug_Report,1
7,1565188691868,5,2,1991908900,394,120,-0.272727272727,0.0794354545455,MineSweeper.java,0,MineSweeper.BugReport,Bug_Report,1
8,1565188693960,6,2,515303600,393,118,-0.5,1.09645,MineSweeper.java,0,MineSweeper.BugReport,Bug_Report,1
9,1565188694584,6,2,291630900,392,123,-0.249852857143,0.5422092857140001,MineSweeper.java,0,MineSweeper.BugReport,Bug_Report,1
10,1565188696487,29,7,122837800,551,200,0.019564,0.59918,MineSweeper.java,10,MineSweeper.Imports,NONE,1
12,1565188708299,24,266,134179100,516,327,-0.5714285714289999,-0.489582857143,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,1
13,1565188708519,17,268,222605300,471,359,-0.791666666667,0.00880166666667,MineSweeperGui.java,12,MineSweeperGui.updateCheat,Method_Body,1
16,1565188709541,19,266,323912300,484,349,-0.944444444444,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,1
18,1565188710470,13,266,637775100,434,344,-0.897959183673,-0.517044081633,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,1
19,1565188711127,17,261,514768100,476,267,-0.829787234043,-0.516003829787,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,1
20,1565188711679,32,267,286801900,572,350,-1.0,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,1
21,1565188714266,21,243,313534700,497,141,-1.0,-1.0,MineSweeperGui.java,2,MineSweeperGui.setCheating,Comment,1
22,1565188716771,28,239,70758600,545,108,-1.0,-1.0,MineSweeperGui.java,10,MineSweeperGui.setCheating:Comment,Comment,1
23,1565188717224,21,239,166335400,496,103,-1.0,-1.0,MineSweeperGui.java,10,MineSweeperGui.setCheating:Comment,Comment,1
24,1565188718065,18,268,199935000,477,367,-1.0,-0.941176470588,MineSweeperGui.java,12,MineSweeperGui.updateCheat,Method_Body,1
25,1565188718398,30,267,574881700,567,355,-1.0,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,1
26,1565188719141,17,267,134775400,472,351,-1.0,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,1
27,1565188722903,18,332,971610800,482,338,-0.8571428571430001,-0.922579047619,MineSweeperGui.java,6,MineSweeperGui.actionPerformed,Method_Body,1
28,1565188723997,25,332,350195200,522,328,-1.0,-1.0,MineSweeperGui.java,6,MineSweeperGui.actionPerformed,Method_Body,1
30,1565188724889,21,332,236188400,500,333,-0.952380952381,-0.806582380952,MineSweeperGui.java,6,MineSweeperGui.actionPerformed,Method_Body,1
34,1565188729973,30,267,191962500,561,355,-1.0,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
35,1565188730189,36,267,300275200,605,356,-1.0,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
36,1565188730526,20,268,687675600,483,360,-0.933333333333,-0.694167,MineSweeperGui.java,12,MineSweeperGui.updateCheat,Method_Body,2
37,1565188731264,24,262,858991300,507,282,-0.8288120833329999,-0.664232222222,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
38,1565188732314,45,262,208445200,667,276,-1.0,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
39,1565188732572,16,261,1966299900,464,258,-0.966887417219,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
40,1565188734702,27,264,152832900,542,305,-0.666666666667,-0.268578333333,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Comment,2
41,1565188735070,17,262,616853200,470,281,-0.98,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
42,1565188735713,25,262,183450300,525,278,-0.875,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
43,1565188735938,26,265,133679900,533,315,-0.888888888889,-1.0,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
44,1565188736233,41,264,74205200,636,314,-0.4,1.53416,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Comment,2
45,1565188736451,16,262,611729800,464,276,-0.942307692308,-0.838842307692,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
46,1565188737094,29,263,786314600,549,289,-0.796526724138,-0.5476605172410001,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
47,1565188737912,20,265,209420200,488,323,-0.6572585,-0.056279,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
48,1565188738264,26,267,117369800,537,354,0.126075384615,0.470575384615,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
49,1565188738405,20,262,550490600,479,275,-0.679011607143,-0.15860660714299998,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
51,1565188741387,17,267,98147300,470,340,-0.714285714286,0.0966471428571,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
52,1565188741578,23,264,305382700,510,307,-0.785714285714,-0.0135164285714,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
53,1565188741884,29,264,248900900,551,303,-0.7895830769230001,-0.7890653846150001,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
54,1565188744079,18,269,107444800,479,384,-0.888888888889,-0.4912155555560001,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
55,1565188749345,33,263,1603914500,590,293,-0.837037037037,-0.360180222222,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
56,1565188750969,17,262,200110300,486,275,-1.0,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
57,1565188751436,19,261,450469500,484,257,-1.0,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
58,1565188752802,5,239,275142000,383,107,0.0,2.45453333333,MineSweeperGui.java,4,MineSweeperGui.setCheating:Comment,Comment,2
59,1565188753178,19,264,167954300,484,308,-0.8,-0.244699333333,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
60,1565188753419,23,263,345969900,509,286,-0.8235294117649999,-0.271865882353,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
61,1565188753786,29,262,200275900,571,277,-1.0,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
62,1565188757436,17,261,582531100,474,259,-0.741379310345,-0.250889655172,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
63,1565188758043,16,261,187885700,464,251,-0.736842105263,-0.034352105263200004,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
64,1565188758362,29,264,220558900,547,302,-0.8181818181820001,-0.16499,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
65,1565188758594,32,263,263163700,572,291,-0.875,-0.471689166667,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
66,1565188758885,47,263,183597200,682,292,-0.923076923077,-0.661044615385,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
67,1565188760093,38,263,167659000,620,285,-1.0,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
68,1565188760310,11,261,183422300,426,253,-1.0,-1.0,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
73,1565188765418,14,269,219712500,449,379,-0.947368421053,-0.744974210526,MineSweeperGui.java,6,MineSweeperGui.updateCheat,Method_Body,2
74,1565188765692,27,268,300029700,524,363,-0.8571428571430001,-0.414938571429,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
76,1565188766509,13,268,433345300,439,360,-0.8421052631579999,-0.4755802631580001,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
77,1565188766984,13,263,208320100,443,283,-0.7826126315790001,-0.947368421053,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
78,1565188767251,22,263,191450100,508,297,-0.468616842105,-0.644904736842,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
79,1565188767467,32,263,488404700,580,289,-0.548836060606,-0.044501212121199986,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
80,1565188767985,22,261,523340400,510,254,-0.777170204082,-0.614252857143,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
81,1565188768533,28,262,133475500,562,279,-0.833333333333,-0.2743325,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
82,1565188769267,13,261,74920200,442,259,-0.350038,0.198688,MineSweeperGui.java,0,MineSweeperGui.updateCheat,Method_Body,2
83,1565188769508,20,263,375656600,493,288,-0.67001969697,-0.396423939394,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
84,1565188769910,13,265,391680800,436,322,-0.8518518518520001,-0.294951111111,MineSweeperGui.java,1,MineSweeperGui.updateCheat,Method_Body,2
85,1565188771376,12,269,227036200,438,377,-0.7727272727269999,0.0576486363636,MineSweeperGui.java,3,MineSweeperGui.updateCheat,Method_Body,2
86,1565188771617,12,268,266692000,447,372,-0.781737222222,-0.746162222222,MineSweeperGui.java,3,MineSweeperGui.updateCheat,Method_Body,2
87,1565188772796,20,269,187497900,487,378,-0.214094347826,0.336296956522,MineSweeperGui.java,8,MineSweeperGui.updateCheat,Method_Body,2
88,1565188773008,17,267,96430800,480,354,-0.3509025,0.3056125,MineSweeperGui.java,8,MineSweeperGui.updateCheat,Method_Body,2
89,1565188773183,11,265,189167500,415,317,-0.9375,-0.698373125,MineSweeperGui.java,7,MineSweeperGui.updateCheat,Method_Body,2
90,1565188775024,5,239,225379600,384,106,0.0,2.72,MineSweeperGui.java,10,MineSweeperGui.setCheating:Comment,Comment,2
91,1565188779891,19,263,300483500,482,285,-1.0,-1.0,MineSweeperGui.java,7,MineSweeperGui.updateCheat,Method_Body,2
92,1565188780286,22,268,1071713500,506,360,-0.97619047619,-0.910230714286,MineSweeperGui.java,8,MineSweeperGui.updateCheat,Method_Body,2
93,1565188781410,32,269,560141600,572,374,-0.847826086957,-0.473317391304,MineSweeperGui.java,8,MineSweeperGui.updateCheat,Method_Body,2
94,1565188781994,23,268,150939900,515,369,-0.928571428571,-0.7458335714290001,MineSweeperGui.java,8,MineSweeperGui.updateCheat,Method_Body,2
95,1565188782219,23,268,796054300,513,362,-0.876952028986,-0.73584884058,MineSweeperGui.java,8,MineSweeperGui.updateCheat,Method_Body,2
