,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
2,1564064597548,14,38,138486000,468,538,-0.149526363636,-0.909090909091,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
8,1564064600316,22,48,153832500,525,542,-0.1,-1.0,MineSweeperBoard.java,8,MineSweeperBoard.ClassHeader,Member_Variable,1
9,1564064600707,19,63,75473700,513,597,-0.2,-1.0,MineSweeperBoard.java,0,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
11,1564064601166,14,64,119241400,489,599,-0.14285714285700002,-1.0,MineSweeperBoard.java,0,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
14,1564064608903,43,23,199651700,673,309,-0.888888888889,-1.0,MineSweeperBoard.java,12,MineSweeperBoard.RandomComment,Comment,1
15,1564064609902,58,23,175253000,778,304,-0.0846283333333,0.19092,MineSweeperBoard.java,12,MineSweeperBoard.RandomComment,Comment,1
16,1564064610103,45,23,141538100,690,306,-1.0,-0.5,MineSweeperBoard.java,12,MineSweeperBoard.RandomComment,Comment,1
17,1564064632210,18,48,66348600,495,686,0.0,-1.0,MineSweeperBoard.java,8,MineSweeperBoard.ClassHeader,Member_Variable,1
20,1564064634843,25,40,491097200,552,554,-0.928571428571,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
21,1564064635368,15,39,124785300,473,544,-0.714285714286,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
23,1564064639486,23,39,385763700,535,540,-0.333333333333,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
24,1564064640566,19,3,125124900,485,140,0.0,-1.0,MineSweeperBoard.java,7,MineSweeperBoard.Imports,NONE,1
25,1564064641348,19,48,74995100,505,681,0.0,-1.0,MineSweeperBoard.java,8,MineSweeperBoard.ClassHeader,Member_Variable,1
26,1564064643977,15,33,325194600,476,413,0.0,-1.0,MineSweeperBoard.java,2,MineSweeperBoard.ClassHeader,Member_Variable,1
28,1564064645103,24,41,224982500,538,478,-0.4,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
29,1564064645379,11,40,424810800,449,466,-0.8571428571430001,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
30,1564064645837,25,40,241653400,548,466,-1.0,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
31,1564064646803,28,44,116099500,560,527,-0.666666666667,-1.0,MineSweeperBoard.java,11,MineSweeperBoard.ClassHeader,Member_Variable,1
32,1564064646979,23,47,651786000,530,574,-0.294117647059,-1.0,MineSweeperBoard.java,8,MineSweeperBoard.ClassHeader,Member_Variable,1
33,1564064648479,15,46,224972800,475,523,-1.0,-1.0,MineSweeperBoard.java,8,MineSweeperBoard.ClassHeader,Comment,1
34,1564064649053,16,50,550004100,494,555,-0.592592592593,-1.0,MineSweeperBoard.java,15,MineSweeperBoard.ClassHeader,Comment,1
35,1564064649703,27,44,325061500,558,446,-0.909090909091,-0.909090909091,MineSweeperBoard.java,11,MineSweeperBoard.ClassHeader,Member_Variable,1
36,1564064650336,14,44,266418100,469,444,0.0,-1.0,MineSweeperBoard.java,11,MineSweeperBoard.ClassHeader,Member_Variable,1
38,1564064653403,23,41,99617400,535,395,-1.0,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
40,1564064654753,26,40,158097600,551,347,-1.0,-1.0,MineSweeperBoard.java,3,MineSweeperBoard.ClassHeader,Member_Variable,1
43,1564064658377,15,64,175076400,481,641,-0.466666666667,-1.0,MineSweeperBoard.java,0,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
45,1564064658907,24,64,248814700,544,645,-0.5,-1.0,MineSweeperBoard.java,0,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
46,1564064659219,16,66,463273800,501,643,-0.238095238095,-1.0,MineSweeperBoard.java,9,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
47,1564064659812,33,67,90590100,625,645,-0.444444444444,-1.0,MineSweeperBoard.java,9,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
48,1564064660169,25,67,562251400,573,650,-0.0625,-1.0,MineSweeperBoard.java,9,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
