,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1564005728999,11,33,215988000,444,458,-0.336376,0.3368884,MineSweeperBoard.java,14,MineSweeperBoard.ClassHeader,Member_Variable,1
1,1564005729236,10,40,874110900,434,464,-0.246328452381,0.08724369047620001,MineSweeperBoard.java,8,MineSweeperBoard.ClassHeader,Member_Variable,1
3,1564005730538,13,103,316920900,465,455,-0.364152758621,-0.0559975862069,MineSweeperBoard.java,11,MineSweeperBoard.generateMines(long Space):Comment,Comment,1
6,1564005733787,18,146,124948900,498,290,-0.29073000000000004,-0.292613636364,MineSweeperBoard.java,3,MineSweeperBoard.newGame:Comment,Comment,1
7,1564005733961,33,146,238326300,607,294,-0.375,-0.518415,MineSweeperBoard.java,3,MineSweeperBoard.newGame:Comment,Comment,1
8,1564005734295,11,146,154852300,450,290,-0.418849,0.171757,MineSweeperBoard.java,3,MineSweeperBoard.newGame:Comment,Comment,1
9,1564005734512,14,149,161975000,469,336,-0.027959444444400003,0.277901111111,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Comment,1
10,1564005734787,16,149,62678600,486,334,0.25266750000000004,0.308371666667,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Comment,1
11,1564005734945,22,149,133290800,533,341,0.23475125,0.427371875,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Comment,1
12,1564005735111,22,149,139758100,528,335,-0.0484525,-0.054945833333300005,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Comment,1
13,1564005735961,14,150,192456100,483,345,0.17607958333299994,0.32263125,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Method_Body,1
14,1564005736175,15,150,203873300,490,352,0.361780769231,0.3630434615380001,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Method_Body,1
15,1564005736395,24,150,391866800,565,348,0.273245769231,0.630626153846,MineSweeperBoard.java,4,MineSweeperBoard.newGame,Method_Body,1
