,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
1,1563891440856,22,10,323110800,509,177,0.451555,0.3211725,MineGenerator.java,2,MineGenerator.ClassBody,Member_Variable,1
2,1563891441602,22,3,145703800,498,139,0.410354444444,0.295092222222,MineGenerator.java,0,MineGenerator.Imports,NONE,1
3,1563891441871,23,3,775228800,507,139,0.39613,0.29704433333299995,MineGenerator.java,0,MineGenerator.Imports,NONE,1
4,1563891442713,5,3,141374100,375,142,0.356795555556,0.29503,MineGenerator.java,1,MineGenerator.Imports,NONE,1
5,1563891442870,6,3,225080200,393,144,0.34244333333300003,0.254332,MineGenerator.java,1,MineGenerator.Imports,NONE,1
6,1563891443155,5,9,150209500,384,169,0.5717609090910001,0.660908181818,MineGenerator.java,3,MineGenerator.ClassBody,Class_Signature,1
7,1563891443446,24,10,133326400,515,174,0.162044285714,0.0603357142857,MineGenerator.java,2,MineGenerator.ClassBody,Member_Variable,1
8,1563891443613,21,3,74962900,493,139,-0.16178199999999998,-0.277756,MineGenerator.java,0,MineGenerator.Imports,NONE,1
9,1563891443846,6,10,99676800,382,164,0.0203630769231,0.180553076923,MineGenerator.java,3,MineGenerator.ClassBody,Member_Variable,1
10,1563891444138,5,10,271185300,386,171,0.202088333333,0.1281375,MineGenerator.java,3,MineGenerator.ClassBody,Member_Variable,1
11,1563891444520,6,10,61657300,383,172,0.311621428571,0.550085714286,MineGenerator.java,3,MineGenerator.ClassBody,Member_Variable,1
17,1563891446220,21,4,103601900,486,160,-0.39217,-0.44041,MineGenerator.java,0,MineGenerator.Imports,NONE,1
18,1563891447196,26,3,183308200,523,140,-0.223779375,-0.355349375,MineGenerator.java,0,MineGenerator.Imports,NONE,1
19,1563891447487,6,4,291326400,383,157,-0.034717647058800004,0.15900823529400002,MineGenerator.java,1,MineGenerator.Imports,NONE,1
20,1563891447853,7,3,99892000,390,142,0.224986923077,0.103383076923,MineGenerator.java,1,MineGenerator.Imports,NONE,1
21,1563891449055,22,5,65545300,499,181,0.358723333333,0.211553333333,MineGenerator.java,0,MineGenerator.Imports,NONE,1
22,1563891449137,21,5,249834000,486,162,0.145974615385,0.118600769231,MineGenerator.java,0,MineGenerator.Imports,NONE,1
23,1563891450670,24,3,141673000,510,138,-0.206737142857,0.268655714286,MineGenerator.java,0,MineGenerator.Imports,NONE,1
24,1563891450903,7,5,207808600,390,164,0.156672,0.1413324,MineGenerator.java,1,MineGenerator.Imports,NONE,1
25,1563891451228,7,5,66018100,398,169,-0.33499,0.1896,MineGenerator.java,1,MineGenerator.Imports,NONE,1
26,1563891451386,9,5,150020600,402,164,0.274392631579,0.15761,MineGenerator.java,1,MineGenerator.Imports,NONE,1
28,1563891452086,8,5,125751100,394,165,-0.100063125,0.09216125,MineGenerator.java,1,MineGenerator.Imports,NONE,1
29,1563891452536,22,4,102587300,497,158,0.16905857142900002,0.0415028571429,MineGenerator.java,0,MineGenerator.Imports,NONE,1
30,1563891452654,22,3,133342100,501,146,0.557919230769,0.421511538462,MineGenerator.java,0,MineGenerator.Imports,NONE,1
31,1563891453179,8,5,74469900,398,168,0.6491,0.52541,MineGenerator.java,1,MineGenerator.Imports,NONE,1
32,1563891453511,10,9,75007900,425,164,-0.314336666667,-0.336335,MineGenerator.java,3,MineGenerator.ClassBody,Class_Signature,1
33,1563891454340,25,10,195837100,521,171,-0.211367,-0.261917,MineGenerator.java,2,MineGenerator.ClassBody,Member_Variable,1
35,1563891454836,3,10,133298600,371,172,0.194735384615,0.016819999999999998,MineGenerator.java,3,MineGenerator.ClassBody,Member_Variable,1
36,1563891454995,3,10,183365900,369,171,-0.32374,0.375201,MineGenerator.java,3,MineGenerator.ClassBody,Member_Variable,1
40,1563891456136,11,3,99978100,423,138,-0.57239,-0.875,MineGenerator.java,1,MineGenerator.Imports,NONE,1
41,1563891456442,18,4,161590200,467,143,0.16887666666700002,-0.666666666667,MineGenerator.java,0,MineGenerator.Imports,NONE,1
42,1563891456628,24,5,374720900,510,142,0.191174444444,-0.543172777778,MineGenerator.java,0,MineGenerator.Imports,NONE,1
45,1563891459202,24,10,91069800,524,184,1.17441,1.3707049999999998,MineGenerator.java,2,MineGenerator.ClassBody,Member_Variable,1
48,1563891460443,19,3,83548000,479,136,0.35059444444399995,0.255323333333,MineGenerator.java,0,MineGenerator.Imports,NONE,1
54,1563891473775,13,33,66388300,459,458,-0.408177777778,0.331538888889,MineSweeperBoard.java,10,MineSweeperBoard.ClassHeader,Member_Variable,1
56,1563891474701,9,62,225326700,447,567,-0.313392,-0.1428165,MineSweeperBoard.java,4,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Signature,1
58,1563891475151,28,71,141532800,583,571,0.226737333333,-0.666666666667,MineSweeperBoard.java,3,MineSweeperBoard.MineSweeperBoard(int int int int),Method_Body,1
59,1563891475342,30,80,220775300,582,570,-0.224671111111,-0.777777777778,MineSweeperBoard.java,0,MineSweeperBoard.MineSweeperBoard(int int int):Comment,Comment,1
60,1563891475908,22,85,175938600,528,648,0.090066,-0.2504,MineSweeperBoard.java,7,MineSweeperBoard.MineSweeperBoard(int int int),Method_Body,1
66,1563891482441,24,10,191531400,513,171,0.643243,0.4854195,MineGenerator.java,1,MineGenerator.ClassBody,Member_Variable,1
68,1563891483325,23,9,482968100,500,170,0.6318988888889999,0.401628888889,MineGenerator.java,1,MineGenerator.ClassBody,Class_Signature,1
70,1563891486324,22,3,105226700,493,142,1.31576666667,1.1075416666700002,MineGenerator.java,0,MineGenerator.Imports,NONE,1
76,1563891488857,27,10,755774900,530,167,-0.3437,-0.376468571429,MineGenerator.java,1,MineGenerator.ClassBody,Member_Variable,1
78,1563891490715,23,123,66595200,510,357,-0.382394285714,-0.437231428571,MineSweeper.java,1,MineSweeper.Difficulty:Header,Comment,1
79,1563891490848,26,124,200358100,531,380,0.209847272727,0.122037272727,MineSweeper.java,1,MineSweeper.Difficulty:Header,Method_Body,1
80,1563891491362,29,135,227824000,552,550,0.3716525,0.278700357143,MineSweeper.java,10,MineSweeper.Difficulty.Difficulty,Method_Body,1
81,1563891492097,28,108,102585400,547,138,0.0,2.6741625,MineSweeper.java,4,MineSweeper.startGame,Method_Body,1
85,1563891493765,19,140,191464000,483,622,0.16948769230799998,0.30274,MineSweeper.java,7,MineSweeper.Difficulty.getLabel:Comment,Comment,1
86,1563891494223,30,135,137561500,556,544,0.994526666667,0.938196666667,MineSweeper.java,10,MineSweeper.Difficulty.Difficulty,Method_Body,1
87,1563891494556,25,124,158319000,525,387,-0.595055,-0.6585979999999999,MineSweeper.java,1,MineSweeper.Difficulty:Header,Method_Body,1
89,1563891495140,24,123,383104300,521,426,0.665712,0.572054,MineSweeper.java,1,MineSweeper.Difficulty:Header,Comment,1
91,1563891495906,30,107,83386300,563,314,-1.0,-1.0,MineSweeper.java,4,MineSweeper.startGame,Comment,1
92,1563891496365,37,103,207974400,607,338,0.576055714286,0.427949285714,MineSweeper.java,0,MineSweeper.startGame,Method_Body,1
93,1563891497114,49,99,116524700,692,375,0.233727142857,0.130911428571,MineSweeper.java,0,MineSweeper.startGame,Method_Signature,1
94,1563891497665,37,82,99708700,614,261,0.27977692307700003,0.243385384615,MineSweeper.java,5,MineSweeper.customGame,Method_Body,1
97,1563891498456,42,81,92542900,648,326,0.828931666667,0.949608333333,MineSweeper.java,5,MineSweeper.customGame,Method_Body,1
98,1563891498589,43,78,324931500,647,327,0.03887,0.308798333333,MineSweeper.java,11,MineSweeper.customGame,Method_Signature,1
99,1563891499022,35,66,107831700,595,242,0.23958,0.102151428571,MineSweeper.java,22,MineSweeper.newGame,Method_Body,1
101,1563891500397,36,53,66702500,603,397,1.16561166667,1.06966833333,MineSweeper.java,3,MineSweeper.newGame,Comment,1
105,1563891502090,26,23,200579000,529,380,0.03216,0.0770104761905,MineSweeper.java,2,MineSweeper.ClassHeader,Member_Variable,1
106,1563891503941,25,97,337082300,558,387,0.390993235294,0.252733529412,MineSweeperBoard.java,37,MineSweeperBoard.generateMines(Space),Method_Body,1
114,1563891506093,19,110,121558400,516,577,-0.115789230769,-0.349289230769,MineSweeperBoard.java,5,MineSweeperBoard.generateMines(long Space),Method_Body,2
115,1563891506488,29,109,70338100,577,555,-0.16283,-0.19379,MineSweeperBoard.java,5,MineSweeperBoard.generateMines(long Space),Comment,2
116,1563891506663,53,109,141704100,742,556,-0.337298333333,-0.342043333333,MineSweeperBoard.java,5,MineSweeperBoard.generateMines(long Space),Comment,2
117,1563891506879,37,109,208324200,634,562,-0.489798888889,-0.888888888889,MineSweeperBoard.java,5,MineSweeperBoard.generateMines(long Space),Comment,2
118,1563891507313,27,109,158119100,570,563,-0.112534615385,-0.324096153846,MineSweeperBoard.java,5,MineSweeperBoard.generateMines(long Space),Comment,2
121,1563891508654,17,118,92293000,513,520,0.00394,0.0540636363636,MineSweeperBoard.java,26,MineSweeperBoard.generateMines(long Space),Method_Body,2
123,1563891509189,15,121,165421500,496,564,0.108509090909,-0.7272727272730001,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
124,1563891509414,25,124,128755500,594,562,-0.099348125,0.2592625,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
125,1563891509563,26,125,86125600,594,569,0.230532727273,0.169765454545,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
126,1563891509737,28,125,116236700,615,577,-1.0,-1.0,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
127,1563891510098,19,126,74257900,592,556,0.99495625,-0.5,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
128,1563891510196,12,124,216527600,493,520,0.271027037037,0.33162259259300003,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
129,1563891510429,12,123,99851900,485,499,0.208404615385,0.230376923077,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
130,1563891510546,12,124,116965800,502,520,0.3437,0.368258666667,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
132,1563891511620,20,122,74594600,537,449,0.574009,0.5593319999999999,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Comment,2
133,1563891511727,21,123,172957600,553,450,0.227428888889,0.309891666667,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
134,1563891511954,33,124,141936200,643,461,-0.875,-0.5105875,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
135,1563891512162,34,124,83457100,650,466,0.284296,-0.11736,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
136,1563891512279,22,121,92090000,544,428,0.54472125,0.46642,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
137,1563891512446,23,121,77037100,550,424,0.310058333333,-0.666666666667,MineSweeperBoard.java,2,MineSweeperBoard.generateMines(long Space),Method_Body,2
139,1563891512937,12,135,74804500,477,628,-0.491577,0.186877,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Method_Body,2
141,1563891513588,13,135,83253700,481,639,-0.192641111111,-0.777777777778,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Method_Body,2
142,1563891513728,12,136,124939600,481,647,-0.572957333333,4.66666666667e-05,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Comment,2
143,1563891513871,15,137,66313700,517,672,-0.3084675,-0.396105,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Method_Body,2
144,1563891513962,15,136,149777000,508,656,-0.635122142857,-0.753015,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Comment,2
145,1563891514229,27,138,83082500,605,684,-0.8,-0.251913,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Method_Body,2
146,1563891514605,26,139,75027800,590,691,-0.875,-0.53975875,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Method_Body,2
147,1563891515279,13,139,158148700,505,615,-0.687639333333,-0.6900846666670001,MineSweeperBoard.java,3,MineSweeperBoard.generateMines(long Space),Method_Body,2
148,1563891516337,12,150,74931300,473,638,0.114046,0.146306,MineSweeperBoard.java,17,MineSweeperBoard.newGame,Method_Body,2
149,1563891516437,13,150,108532200,480,638,-0.2358175,0.274045,MineSweeperBoard.java,17,MineSweeperBoard.newGame,Method_Body,2
151,1563891517503,15,156,100241700,496,629,-0.209415454545,-0.188819090909,MineSweeperBoard.java,16,MineSweeperBoard.newGame,Method_Body,2
152,1563891517620,17,157,74399600,519,649,0.19972625,0.90020875,MineSweeperBoard.java,16,MineSweeperBoard.newGame,Method_Body,2
153,1563891517762,33,157,91648300,626,643,0.0956057142857,-0.714285714286,MineSweeperBoard.java,16,MineSweeperBoard.newGame,Method_Body,2
154,1563891518247,16,166,90399100,485,650,-0.2220475,-0.0171475,MineSweeperBoard.java,21,MineSweeperBoard.restart,Comment,2
155,1563891518429,16,168,99719500,499,636,-0.330793636364,-0.4564,MineSweeperBoard.java,21,MineSweeperBoard.restart,Method_Body,2
156,1563891519178,27,179,91869100,578,706,0.841335555556,-0.211044444444,MineSweeperBoard.java,28,MineSweeperBoard.restart,Method_Body,2
160,1563891522101,23,10,68958700,512,175,-0.0221671428571,-0.0930264285714,MineGenerator.java,1,MineGenerator.ClassBody,Member_Variable,2
161,1563891522269,25,3,107807500,518,141,1.34688,0.965685,MineGenerator.java,0,MineGenerator.Imports,NONE,2
162,1563891522711,21,3,305312800,490,143,0.19510375,0.0563875,MineGenerator.java,0,MineGenerator.Imports,NONE,2
166,1563891529590,23,157,87132700,556,243,0.7024036363639999,0.433863636364,MineSweeperBoard.java,16,MineSweeperBoard.newGame,Method_Body,2
167,1563891529693,23,157,116476000,555,244,0.686815714286,0.413522142857,MineSweeperBoard.java,16,MineSweeperBoard.newGame,Method_Body,2
