,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1563388318716,31,3,175880700,567,144,1.40108083333,-0.08333333333330001,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
1,1563388318932,31,4,208053500,569,149,0.953857647059,-0.117647058824,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
2,1563388319600,22,22,100052800,502,364,0.948865,0.0,MineSweeper.java,7,MineSweeper.ClassHeader,Comment,1
3,1563388319725,20,23,124771100,488,380,0.385774545455,0.0,MineSweeper.java,7,MineSweeper.ClassHeader,Member_Variable,1
4,1563388321075,5,5,424774600,383,164,0.291528636364,0.327028409091,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
5,1563388321524,9,4,558404700,396,155,0.363068208955,0.28249238806,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
6,1563388322112,15,4,778392500,446,151,0.34222329411799995,0.336905411765,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
7,1563388322891,22,4,542806200,509,151,0.419476619718,0.332357887324,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
8,1563388323453,35,3,454196500,597,142,0.2974104,0.304862,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
9,1563388324037,16,4,212465300,460,163,0.360665384615,0.205443846154,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
10,1563388324273,42,4,276959900,640,149,0.325361428571,0.288829714286,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
11,1563388324566,52,3,433571600,720,147,0.260657755102,0.224697346939,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
12,1563388325033,68,3,324763600,830,142,0.433136666667,0.454143636364,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
13,1563388325378,55,4,199825200,734,155,0.2969256,0.251544,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
14,1563388325590,45,3,208216000,665,142,0.35865458333300004,0.329025416667,MineSweeper.java,1,MineSweeper.BugReport,Bug_Report,1
