,fix_time,fix_col,fix_line,fix_dur,pixel_x,pixel_y,left_pupil,right_pupil,which_file,AOI,function,entity,phase_number
0,1564083241700,8,42,99889000,404,358,0.430968181818,0.4261827272730001,MineSweeperGui.java,24,MineSweeperGui.ClassHeader,Member_Variable,1
2,1564083244879,14,86,74857700,448,370,0.532257,0.6200979999999999,MineSweeperGui.java,9,MineSweeperGui.MineSweeperGui,Method_Body,1
3,1564083245060,17,79,73227600,474,252,-0.307374,-0.224188,MineSweeperGui.java,15,MineSweeperGui.MineSweeperGui,Comment,1
6,1564083245541,8,80,175019400,408,282,-0.6898986666670001,-0.528648666667,MineSweeperGui.java,15,MineSweeperGui.MineSweeperGui,Method_Body,1
8,1564083246092,21,140,266659900,497,284,-0.52804875,-0.26700041666700003,MineSweeperGui.java,19,MineSweeperGui.MineSweeperGui,Method_Body,1
9,1564083246666,8,139,116709700,400,281,-0.369205,-0.833333333333,MineSweeperGui.java,19,MineSweeperGui.MineSweeperGui,Method_Body,1
11,1564083247696,7,277,61663200,392,276,0.272861666667,0.127385,MineSweeperGui.java,27,MineSweeperGui.resetButtons,Method_Body,1
13,1564083248758,23,325,133621900,509,251,0.208221111111,0.201544444444,MineSweeperGui.java,10,MineSweeperGui.actionPerformed,Comment,1
16,1564083249707,13,488,66588600,438,590,-0.328815714286,0.051714285714300014,MineSweeperGui.java,38,MineSweeperGui.DifficultyButton.actionPerformed,Method_Signature,1
20,1564083251690,19,470,83244900,482,316,-0.367264,-0.26522,MineSweeperGui.java,21,MineSweeperGui.DifficultyButton:Comment,Comment,1
24,1564083262768,11,303,729035700,425,321,-0.95,-0.8255905000000001,MineSweeperGui.java,34,MineSweeperGui.isCheating,Method_Body,1
25,1564083263730,6,276,233342200,397,301,-1.0,-1.0,MineSweeperGui.java,27,MineSweeperGui.resetButtons,Method_Signature,1
27,1564083265505,8,266,157934300,405,380,-0.769230769231,-0.17394615384599998,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
28,1564083266414,13,265,117104900,444,370,-0.888888888889,-0.632208888889,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
29,1564083266589,38,265,66696900,617,364,-0.833333333333,-0.272753333333,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
30,1564083266829,27,266,76212100,537,367,-1.0,-1.0,MineSweeperGui.java,2,MineSweeperGui.updateCheat,Method_Body,2
